name,year,bat,g,ab,h,ba,bb,dbl,dbl.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,trp,trp.pg,r,r.pg,through
Xavier,2010,besr,52,1849,543,0.294,195,52,39,0.75,48,0.92,56,16,72,1.08,19,38,783,0.423,6,0.12,333,6.4,5/16/10
Fairleigh Dickinson,2010,besr,49,1580,464,0.294,195,49,47,0.96,32,0.65,54,21,75,1.1,21,15,675,0.427,12,0.24,308,6.3,5/16/10
Georgia,2010,besr,50,1758,516,0.294,158,50,52,1.04,44,0.88,59,22,81,1.18,19,13,774,0.44,13,0.26,284,5.7,5/16/10
Loyola Marymount,2010,besr,47,1609,472,0.293,135,47,37,0.79,43,0.91,32,22,54,0.68,21,24,723,0.449,11,0.23,294,6.3,5/16/10
Cal Poly,2010,besr,47,1689,495,0.293,188,47,37,0.79,35,0.74,59,15,74,1.26,24,28,744,0.44,19,0.4,315,6.7,5/16/10
Richmond,2010,besr,49,1752,513,0.293,214,49,42,0.86,62,1.27,73,29,102,1.49,16,39,800,0.457,7,0.14,357,7.3,5/16/10
Coppin St.,2010,besr,44,1384,405,0.293,172,44,26,0.59,6,0.14,85,25,110,1.93,14,11,527,0.381,14,0.32,242,5.5,5/16/10
UC Davis,2010,besr,47,1617,473,0.293,133,47,37,0.79,19,0.4,37,26,63,0.79,21,31,627,0.388,5,0.11,263,5.6,5/16/10
Houston,2010,besr,50,1761,515,0.292,203,50,56,1.12,37,0.74,81,23,104,1.62,17,38,736,0.418,21,0.42,307,6.1,5/16/10
Nebraska,2010,besr,50,1728,505,0.292,183,50,53,1.06,54,1.08,38,19,57,0.76,23,15,765,0.443,6,0.12,328,6.6,5/16/10
Missouri,2010,besr,49,1700,496,0.292,255,49,52,1.06,45,0.92,35,15,50,0.71,33,22,753,0.443,9,0.18,377,7.7,5/16/10
Florida A&M,2010,besr,42,1395,406,0.291,122,42,27,0.64,26,0.62,96,21,117,2.29,21,9,584,0.419,18,0.43,258,6.1,5/16/10
Illinois St.,2010,besr,46,1606,467,0.291,224,46,40,0.87,38,0.83,79,26,105,1.72,17,30,711,0.443,14,0.3,323,7,5/16/10
Marshall,2010,besr,51,1723,501,0.291,198,51,33,0.65,48,0.94,61,18,79,1.2,13,22,764,0.443,17,0.33,302,5.9,5/16/10
South Fla.,2010,besr,52,1772,515,0.291,170,52,56,1.08,31,0.6,47,16,63,0.9,23,40,722,0.407,5,0.1,313,6,5/16/10
Texas,2010,besr,51,1707,495,0.29,225,51,45,0.88,65,1.27,76,22,98,1.49,17,65,815,0.477,14,0.27,353,6.9,5/16/10
Miami (OH),2010,besr,51,1782,516,0.29,170,51,36,0.71,50,0.98,71,18,89,1.39,21,29,784,0.44,13,0.25,356,7,5/16/10
Niagara,2010,besr,50,1710,494,0.289,161,50,44,0.88,24,0.48,95,28,123,1.9,22,20,669,0.391,7,0.14,286,5.7,5/16/10
Illinois,2010,besr,48,1662,480,0.289,166,48,50,1.04,27,0.56,105,26,131,2.19,18,17,687,0.413,19,0.4,308,6.4,5/16/10
San Jose St.,2010,besr,52,1777,513,0.289,164,52,57,1.1,21,0.4,39,25,64,0.75,15,34,670,0.377,6,0.12,276,5.3,5/16/10
Saint Joseph's,2010,besr,44,1540,444,0.288,164,44,24,0.55,23,0.52,37,17,54,0.84,17,18,612,0.397,17,0.39,269,6.1,5/16/10
UAB,2010,besr,50,1737,500,0.288,241,50,38,0.76,49,0.98,80,12,92,1.6,17,35,760,0.438,16,0.32,359,7.2,5/16/10
UNC Wilmington,2010,besr,52,1817,523,0.288,227,52,61,1.17,49,0.94,70,15,85,1.35,23,35,785,0.432,10,0.19,341,6.6,5/16/10
UTSA,2010,besr,47,1627,468,0.288,147,47,41,0.87,64,1.36,29,13,42,0.62,14,19,793,0.487,15,0.32,297,6.3,5/16/10
Portland,2010,besr,47,1614,464,0.287,134,47,46,0.98,37,0.79,30,20,50,0.64,22,37,688,0.426,18,0.38,279,5.9,5/16/10
Iona,2010,besr,46,1556,447,0.287,166,46,29,0.63,49,1.07,56,17,73,1.22,19,9,691,0.444,7,0.15,284,6.2,5/16/10
Southern California,2010,besr,51,1734,498,0.287,186,51,46,0.9,46,0.9,32,35,67,0.63,20,39,762,0.439,10,0.2,278,5.5,5/16/10
Stanford,2010,besr,47,1662,477,0.287,185,47,56,1.19,30,0.64,34,16,50,0.72,15,16,679,0.409,12,0.26,289,6.1,5/16/10
Gonzaga,2010,besr,49,1755,502,0.286,164,49,33,0.67,40,0.82,27,16,43,0.55,24,11,760,0.433,13,0.27,306,6.2,5/16/10
Furman,2010,besr,49,1672,477,0.285,166,49,46,0.94,60,1.22,62,23,85,1.27,23,22,768,0.459,15,0.31,303,6.2,5/16/10
Delaware St.,2010,besr,46,1484,423,0.285,221,46,46,1,28,0.61,18,11,29,0.39,24,23,608,0.41,6,0.13,298,6.5,5/16/10
Centenary (LA),2010,besr,45,1449,413,0.285,181,45,34,0.76,27,0.6,57,20,77,1.27,21,38,589,0.406,6,0.13,269,6,5/16/10
Fordham,2010,besr,51,1853,528,0.285,170,51,48,0.94,26,0.51,64,21,85,1.25,15,14,732,0.395,14,0.27,297,5.8,5/16/10
Charleston So.,2010,besr,51,1807,514,0.284,173,51,35,0.69,53,1.04,58,20,78,1.14,16,23,771,0.427,3,0.06,287,5.6,5/16/10
Quinnipiac,2010,besr,49,1611,458,0.284,165,49,31,0.63,25,0.51,40,14,54,0.82,12,9,618,0.384,8,0.16,258,5.3,5/16/10
Wagner,2010,besr,50,1622,461,0.284,146,50,36,0.72,34,0.68,88,15,103,1.76,11,21,676,0.417,11,0.22,277,5.5,5/16/10
Georgetown,2010,besr,51,1812,515,0.284,210,51,43,0.84,53,1.04,72,31,103,1.41,19,32,800,0.442,12,0.24,338,6.6,5/16/10
Temple,2010,besr,48,1761,500,0.284,139,48,38,0.79,38,0.79,46,11,57,0.96,27,17,728,0.413,8,0.17,278,5.8,5/16/10
San Francisco,2010,besr,52,1846,524,0.284,163,52,44,0.85,50,0.96,46,23,69,0.88,21,25,833,0.451,10,0.19,310,6,5/16/10
Harvard,2010,besr,42,1336,379,0.284,156,42,32,0.76,13,0.31,54,25,79,1.29,16,15,520,0.389,13,0.31,226,5.4,5/16/10
Eastern Mich.,2010,besr,52,1805,512,0.284,206,52,40,0.77,42,0.81,55,12,67,1.06,30,35,752,0.417,11,0.21,332,6.4,5/16/10
Kennesaw St.,2010,besr,51,1798,510,0.284,176,51,51,1,46,0.9,53,18,71,1.04,19,33,754,0.419,7,0.14,324,6.4,5/16/10
Central Ark.,2010,besr,51,1810,513,0.283,186,51,39,0.76,33,0.65,47,12,59,0.92,21,38,727,0.402,11,0.22,300,5.9,5/16/10
UALR,2010,besr,50,1687,478,0.283,221,50,50,1,41,0.82,66,21,87,1.32,25,27,723,0.429,9,0.18,362,7.2,5/16/10
Duke,2010,besr,53,1776,503,0.283,161,53,46,0.87,38,0.72,68,25,93,1.28,29,33,739,0.416,13,0.25,315,5.9,5/16/10
UNC Asheville,2010,besr,47,1655,467,0.282,157,47,31,0.66,23,0.49,21,7,28,0.45,15,18,632,0.382,4,0.09,245,5.2,5/16/10
Prairie View,2010,besr,46,1547,436,0.282,168,46,42,0.91,11,0.24,46,14,60,1,21,45,583,0.377,10,0.22,287,6.2,5/16/10
William & Mary,2010,besr,46,1514,426,0.281,243,46,39,0.85,21,0.46,73,37,110,1.59,26,30,598,0.395,7,0.15,302,6.6,5/16/10
Pepperdine,2010,besr,46,1617,453,0.28,151,46,39,0.85,28,0.61,28,15,43,0.61,9,30,640,0.396,7,0.15,264,5.7,5/16/10
Davidson,2010,besr,48,1666,466,0.28,178,48,35,0.73,40,0.83,79,33,112,1.65,18,20,708,0.425,13,0.27,344,7.2,5/16/10
Mississippi Val.,2010,besr,48,1517,424,0.279,219,48,28,0.58,15,0.31,133,39,172,2.77,23,30,592,0.39,22,0.46,305,6.4,5/16/10
Chicago St.,2010,besr,47,1500,419,0.279,170,47,34,0.72,14,0.3,60,19,79,1.28,18,23,548,0.365,6,0.13,222,4.7,5/16/10
Sacramento St.,2010,besr,50,1727,482,0.279,202,50,42,0.84,41,0.82,41,14,55,0.82,10,23,714,0.413,10,0.2,288,5.8,5/16/10
Le Moyne,2010,besr,55,1763,492,0.279,152,55,52,0.95,37,0.67,65,20,85,1.18,28,45,709,0.402,7,0.13,304,5.5,5/16/10
Eastern Ill.,2010,besr,47,1592,444,0.279,163,47,36,0.77,28,0.6,38,12,50,0.81,12,42,605,0.38,2,0.04,244,5.2,5/16/10
Creighton,2010,besr,45,1517,423,0.279,164,45,28,0.62,42,0.93,40,19,59,0.89,18,61,672,0.443,15,0.33,287,6.4,5/16/10
Lehigh,2010,besr,50,1589,443,0.279,165,50,36,0.72,18,0.36,43,24,67,0.86,21,31,589,0.371,9,0.18,239,4.8,5/16/10
Nicholls St.,2010,besr,50,1661,462,0.278,152,50,44,0.88,25,0.5,70,31,101,1.4,18,48,627,0.377,15,0.3,300,6,5/16/10
UC Santa Barbara,2010,besr,46,1600,445,0.278,151,46,39,0.85,34,0.74,44,17,61,0.96,15,29,648,0.405,18,0.39,257,5.6,5/16/10
Duquesne,2010,besr,53,1835,510,0.278,247,53,42,0.79,44,0.83,107,20,127,2.02,24,22,749,0.408,8,0.15,325,6.1,5/16/10
La.-Monroe,2010,besr,51,1767,491,0.278,174,51,37,0.73,38,0.75,36,15,51,0.71,24,22,697,0.394,7,0.14,301,5.9,5/16/10
Notre Dame,2010,besr,51,1779,494,0.278,177,51,41,0.8,37,0.73,29,11,40,0.57,30,38,708,0.398,9,0.18,284,5.6,5/16/10
Wake Forest,2010,besr,51,1783,494,0.277,235,51,41,0.8,48,0.94,83,23,106,1.63,16,18,766,0.43,3,0.06,316,6.2,5/16/10
St. Mary's (CA),2010,besr,45,1546,428,0.277,132,45,43,0.96,40,0.89,37,23,60,0.82,11,55,636,0.411,8,0.18,232,5.2,5/16/10
Oakland,2010,besr,50,1630,451,0.277,165,50,33,0.66,25,0.5,58,25,83,1.16,13,31,635,0.39,8,0.16,234,4.7,5/16/10
Western Mich.,2010,besr,50,1723,476,0.276,166,50,45,0.9,35,0.7,19,13,32,0.38,23,41,688,0.399,15,0.3,261,5.2,5/16/10
New Orleans,2010,besr,49,1677,463,0.276,161,49,48,0.98,52,1.06,37,23,60,0.76,20,22,718,0.428,5,0.1,267,5.4,5/16/10
Cornell,2010,besr,37,1159,319,0.275,105,37,28,0.76,29,0.78,27,19,46,0.73,12,12,501,0.432,8,0.22,196,5.3,5/16/10
Hawaii,2010,besr,49,1599,440,0.275,213,49,44,0.9,43,0.88,37,17,54,0.76,19,33,663,0.415,14,0.29,282,5.8,5/16/10
Old Dominion,2010,besr,51,1740,478,0.275,224,51,37,0.73,49,0.96,20,7,27,0.39,23,35,762,0.438,8,0.16,314,6.2,5/16/10
Washington,2010,besr,50,1681,461,0.274,184,50,52,1.04,33,0.66,38,21,59,0.76,11,51,672,0.4,7,0.14,272,5.4,5/16/10
IPFW,2010,besr,51,1694,461,0.272,158,51,46,0.9,51,1,25,17,42,0.49,13,13,706,0.417,5,0.1,262,5.1,5/16/10
Monmouth,2010,besr,43,1407,382,0.271,117,43,40,0.93,36,0.84,49,12,61,1.14,13,27,589,0.419,10,0.23,253,5.9,5/16/10
Saint Peter's,2010,besr,45,1621,440,0.271,198,45,34,0.76,28,0.62,82,19,101,1.82,14,25,621,0.383,3,0.07,265,5.9,5/16/10
LIU Brooklyn,2010,besr,52,1603,433,0.27,190,52,42,0.81,37,0.71,32,33,65,0.62,17,36,632,0.394,5,0.1,238,4.6,5/16/10
Northeastern,2010,besr,40,1346,363,0.27,114,40,17,0.43,14,0.35,27,14,41,0.68,17,19,516,0.383,16,0.4,196,4.9,5/16/10
Hartford,2010,besr,44,1407,377,0.268,138,44,28,0.64,27,0.61,34,15,49,0.77,16,20,551,0.392,7,0.16,228,5.2,5/16/10
Cleveland St.,2010,besr,51,1766,470,0.266,153,51,58,1.14,49,0.96,48,24,72,0.94,13,31,751,0.425,13,0.25,301,5.9,5/16/10
Missouri St.,2010,besr,49,1651,438,0.265,209,49,48,0.98,38,0.78,57,21,78,1.16,18,32,649,0.393,9,0.18,241,4.9,5/16/10
NJIT,2010,besr,48,1570,416,0.265,181,48,44,0.92,18,0.38,36,9,45,0.75,10,22,561,0.357,7,0.15,203,4.2,5/16/10
Princeton,2010,besr,42,1435,378,0.263,134,42,29,0.69,37,0.88,26,8,34,0.62,18,15,566,0.394,6,0.14,212,5,5/16/10
Northern Ill.,2010,besr,51,1713,451,0.263,205,51,31,0.61,24,0.47,75,21,96,1.47,22,38,602,0.351,7,0.14,254,5,5/16/10
Albany (NY),2010,besr,46,1477,387,0.262,184,46,24,0.52,27,0.59,50,20,70,1.09,19,22,548,0.371,4,0.09,233,5.1,5/16/10
Oregon St.,2010,besr,45,1503,393,0.261,192,45,47,1.04,32,0.71,34,16,50,0.76,15,35,597,0.397,7,0.16,254,5.6,5/16/10
Maryland,2010,besr,53,1748,456,0.261,168,53,37,0.7,26,0.49,118,47,165,2.23,23,55,629,0.36,2,0.04,240,4.5,5/16/10
UNC Greensboro,2010,besr,50,1702,441,0.259,242,50,40,0.8,27,0.54,56,16,72,1.12,20,44,650,0.382,21,0.42,311,6.2,5/16/10
Alabama A&M,2010,besr,49,1449,374,0.258,169,49,29,0.59,13,0.27,132,26,158,2.69,12,20,496,0.342,12,0.24,251,5.1,5/16/10
Seton Hall,2010,besr,47,1550,396,0.255,179,47,53,1.13,7,0.15,42,18,60,0.89,29,43,538,0.347,22,0.47,215,4.6,5/16/10
Alabama St.,2010,besr,35,1176,300,0.255,129,35,16,0.46,20,0.57,57,17,74,1.63,3,15,434,0.369,3,0.09,199,5.7,5/16/10
UMES,2010,besr,49,1469,374,0.255,138,49,29,0.59,13,0.27,76,21,97,1.55,12,28,492,0.335,13,0.27,199,4.1,5/16/10
UMBC,2010,besr,44,1436,357,0.249,143,44,30,0.68,22,0.5,19,10,29,0.43,13,13,504,0.351,8,0.18,190,4.3,5/16/10
Cincinnati,2010,besr,53,1726,425,0.246,190,53,44,0.83,32,0.6,58,23,81,1.09,23,28,609,0.353,6,0.11,252,4.8,5/16/10
Utah Valley,2010,besr,55,2100,777,0.37,242,55,180,3.27,79,1.44,48,14,62,0.87,27,10,1250,0.595,28,0.51,578,10.5,5/23/10
Pittsburgh,2010,besr,53,2005,728,0.363,227,53,139,2.62,45,0.85,91,29,120,1.72,27,28,1044,0.521,21,0.4,511,9.6,5/23/10
Georgia St.,2010,besr,56,2043,733,0.359,304,56,140,2.5,81,1.45,91,28,119,1.63,49,40,1150,0.563,17,0.3,596,10.6,5/23/10
Auburn,2010,besr,56,2044,724,0.354,235,56,127,2.27,114,2.04,60,26,86,1.07,36,53,1221,0.597,14,0.25,527,9.4,5/23/10
Central Conn. St.,2010,besr,49,1755,619,0.353,193,49,123,2.51,66,1.35,31,7,38,0.63,19,15,978,0.557,19,0.39,431,8.8,5/23/10
New Mexico,2010,besr,53,1963,690,0.352,220,53,150,2.83,36,0.68,45,27,72,0.85,24,49,992,0.505,22,0.42,458,8.6,5/23/10
New Mexico St.,2010,besr,58,2150,755,0.351,373,58,144,2.48,103,1.78,26,6,32,0.45,26,16,1240,0.577,16,0.28,602,10.4,5/23/10
South Dakota St.,2010,besr,56,2036,710,0.349,224,56,154,2.75,79,1.41,35,11,46,0.63,28,30,1131,0.556,15,0.27,544,9.7,5/23/10
Southeast Mo. St.,2010,besr,53,1895,659,0.348,193,53,127,2.4,76,1.43,42,23,65,0.79,28,16,1030,0.544,8,0.15,438,8.3,5/23/10
Cal St. Fullerton,2010,besr,52,1853,644,0.348,162,52,130,2.5,51,0.98,95,38,133,1.83,26,57,973,0.525,23,0.44,415,8,5/23/10
Northern Colo.,2010,besr,54,2006,696,0.347,203,54,138,2.56,78,1.44,52,10,62,0.96,31,14,1110,0.553,21,0.39,487,9,5/23/10
Campbell,2010,besr,55,2018,696,0.345,194,55,159,2.89,36,0.65,119,28,147,2.16,29,42,999,0.495,18,0.33,482,8.8,5/23/10
Bethune-Cookman,2010,besr,54,1866,640,0.343,186,54,120,2.22,88,1.63,79,26,105,1.46,21,22,1060,0.568,18,0.33,467,8.6,5/23/10
Arizona St.,2010,besr,52,1814,622,0.343,277,52,127,2.44,53,1.02,115,35,150,2.21,21,18,980,0.54,36,0.69,459,8.8,5/23/10
TCU,2010,besr,54,1966,674,0.343,210,54,157,2.91,85,1.57,65,29,94,1.2,32,46,1118,0.569,16,0.3,479,8.9,5/23/10
UCF,2010,besr,55,1994,683,0.343,249,55,141,2.56,78,1.42,70,20,90,1.27,26,31,1072,0.538,7,0.13,459,8.3,5/23/10
Wright St.,2010,besr,52,1894,647,0.342,178,52,120,2.31,42,0.81,47,18,65,0.9,27,60,949,0.501,28,0.54,430,8.3,5/23/10
Louisiana Tech,2010,besr,55,2004,684,0.341,188,55,140,2.55,80,1.45,48,25,73,0.87,30,15,1078,0.538,7,0.13,476,8.7,5/23/10
Mercer,2010,besr,55,2020,689,0.341,224,55,156,2.84,84,1.53,77,16,93,1.4,32,41,1111,0.55,7,0.13,475,8.6,5/23/10
Morehead St.,2010,besr,50,1779,599,0.337,190,50,98,1.96,97,1.94,54,18,72,1.08,26,7,1012,0.569,12,0.24,445,8.9,5/23/10
Virginia,2010,besr,55,1969,660,0.335,263,55,143,2.6,49,0.89,80,21,101,1.45,41,31,1010,0.513,30,0.55,455,8.3,5/23/10
Binghamton,2010,besr,48,1679,561,0.334,188,48,103,2.15,48,1,69,18,87,1.44,26,33,842,0.501,17,0.35,402,8.4,5/23/10
High Point,2010,besr,56,2000,668,0.334,236,56,131,2.34,54,0.96,117,31,148,2.09,38,52,983,0.492,11,0.2,500,8.9,5/23/10
Bowling Green,2010,besr,50,1805,602,0.334,156,50,106,2.12,56,1.12,59,23,82,1.18,29,48,918,0.509,21,0.42,404,8.1,5/23/10
FIU,2010,besr,53,1880,627,0.334,237,53,108,2.04,52,0.98,73,24,97,1.38,38,25,915,0.487,12,0.23,410,7.7,5/23/10
FGCU,2010,besr,55,2003,667,0.333,225,55,132,2.4,51,0.93,35,10,45,0.64,26,47,974,0.486,11,0.2,450,8.2,5/23/10
Canisius,2010,besr,56,1927,641,0.333,249,56,127,2.27,74,1.32,88,27,115,1.57,27,35,1016,0.527,13,0.23,524,9.4,5/23/10
Delaware,2010,besr,51,1876,624,0.333,181,51,134,2.63,78,1.53,40,22,62,0.78,21,4,1014,0.541,11,0.22,408,8,5/23/10
Dallas Baptist,2010,besr,55,1998,663,0.332,269,55,146,2.65,83,1.51,30,12,42,0.55,26,21,1080,0.541,11,0.2,461,8.4,5/23/10
East Tenn. St.,2010,besr,56,2036,675,0.332,239,56,135,2.41,88,1.57,56,23,79,1,19,21,1104,0.542,15,0.27,476,8.5,5/23/10
North Carolina St.,2010,besr,56,2085,690,0.331,305,56,148,2.64,90,1.61,41,16,57,0.73,26,19,1136,0.545,14,0.25,532,9.5,5/23/10
BYU,2010,besr,54,2021,668,0.331,193,54,126,2.33,68,1.26,52,25,77,0.96,19,30,1052,0.521,27,0.5,428,7.9,5/23/10
Toledo,2010,besr,53,1951,643,0.33,158,53,143,2.7,60,1.13,70,21,91,1.32,30,37,994,0.509,14,0.26,415,7.8,5/23/10
Charlotte,2010,besr,52,1836,604,0.329,255,52,97,1.87,40,0.77,88,24,112,1.69,26,30,845,0.46,12,0.23,450,8.7,5/23/10
Tennessee Tech,2010,besr,52,1830,602,0.329,245,52,120,2.31,59,1.13,50,11,61,0.96,32,31,917,0.501,9,0.17,422,8.1,5/23/10
Arizona,2010,besr,52,1849,608,0.329,178,52,110,2.12,31,0.6,86,33,119,1.65,20,40,859,0.465,24,0.46,386,7.4,5/23/10
Milwaukee,2010,besr,52,1838,604,0.329,185,52,110,2.12,38,0.73,51,19,70,0.98,22,13,862,0.469,17,0.33,359,6.9,5/23/10
Georgia Tech,2010,besr,55,1960,644,0.329,291,55,120,2.18,111,2.02,54,22,76,0.98,30,21,1147,0.585,25,0.45,517,9.4,5/23/10
VMI,2010,besr,52,1826,599,0.328,158,52,124,2.38,77,1.48,71,32,103,1.37,24,37,980,0.537,13,0.25,399,7.7,5/23/10
St. John's (NY),2010,besr,54,1964,644,0.328,223,54,136,2.52,53,0.98,59,19,78,1.09,21,39,975,0.496,18,0.33,435,8.1,5/23/10
Stephen F. Austin,2010,besr,52,1861,610,0.328,193,52,137,2.63,54,1.04,79,34,113,1.52,28,30,929,0.499,10,0.19,397,7.6,5/23/10
Stony Brook,2010,besr,51,1819,595,0.327,157,51,119,2.33,46,0.9,34,18,52,0.67,15,24,878,0.483,13,0.25,381,7.5,5/23/10
Indiana,2010,besr,52,1943,635,0.327,175,52,124,2.38,83,1.6,54,31,85,1.04,16,21,1036,0.533,14,0.27,414,8,5/23/10
Southern Miss.,2010,besr,53,1882,615,0.327,250,53,108,2.04,65,1.23,48,18,66,0.91,30,43,944,0.502,13,0.25,462,8.7,5/23/10
Pacific,2010,besr,51,1827,596,0.326,171,51,104,2.04,33,0.65,42,16,58,0.82,20,38,827,0.453,14,0.27,344,6.7,5/23/10
Longwood,2010,besr,48,1644,536,0.326,163,48,113,2.35,45,0.94,50,19,69,1.04,26,28,808,0.491,12,0.25,356,7.4,5/23/10
Middle Tenn.,2010,besr,55,2038,663,0.325,201,55,118,2.15,84,1.53,46,22,68,0.84,16,24,1055,0.518,11,0.2,445,8.1,5/23/10
Michigan St.,2010,besr,53,1904,619,0.325,189,53,114,2.15,40,0.75,86,31,117,1.62,28,32,897,0.471,22,0.42,415,7.8,5/23/10
James Madison,2010,besr,50,1749,568,0.325,249,50,123,2.46,66,1.32,96,27,123,1.92,42,18,931,0.532,21,0.42,423,8.5,5/23/10
George Mason,2010,besr,50,1839,597,0.325,211,50,126,2.52,47,0.94,49,15,64,0.98,41,30,890,0.484,13,0.26,425,8.5,5/23/10
Penn,2010,besr,41,1425,462,0.324,151,41,108,2.63,43,1.05,52,13,65,1.27,17,13,725,0.509,13,0.32,337,8.2,5/23/10
Kansas St.,2010,besr,53,1814,588,0.324,250,53,115,2.17,35,0.66,107,36,143,2.02,25,52,832,0.459,12,0.23,407,7.7,5/23/10
Ohio St.,2010,besr,51,1820,589,0.324,220,51,84,1.65,38,0.75,28,22,50,0.55,26,19,811,0.446,12,0.24,338,6.6,5/23/10
Memphis,2010,besr,55,2004,648,0.323,198,55,115,2.09,49,0.89,68,32,100,1.24,18,28,944,0.471,17,0.31,402,7.3,5/23/10
Virginia Tech,2010,besr,55,1970,637,0.323,203,55,134,2.44,70,1.27,59,22,81,1.07,20,28,1021,0.518,20,0.36,436,7.9,5/23/10
Oral Roberts,2010,besr,57,1965,634,0.323,253,57,107,1.88,91,1.6,56,15,71,0.98,18,49,1028,0.523,7,0.12,466,8.2,5/23/10
Yale,2010,besr,44,1420,458,0.323,171,44,118,2.68,45,1.02,51,25,76,1.16,20,13,735,0.518,12,0.27,323,7.3,5/23/10
Northwestern St.,2010,besr,55,1932,623,0.322,215,55,110,2,47,0.85,102,25,127,1.85,27,30,912,0.472,19,0.35,413,7.5,5/23/10
Manhattan,2010,besr,48,1632,525,0.322,197,48,102,2.13,66,1.38,56,19,75,1.17,25,18,845,0.518,10,0.21,409,8.5,5/23/10
California,2010,besr,49,1723,554,0.322,179,49,109,2.22,37,0.76,66,20,86,1.35,20,53,814,0.472,20,0.41,362,7.4,5/23/10
Coastal Caro.,2010,besr,54,1861,598,0.321,257,54,117,2.17,88,1.63,138,33,171,2.56,25,64,1005,0.54,13,0.24,490,9.1,5/23/10
Rider,2010,besr,54,1881,604,0.321,267,54,101,1.87,30,0.56,59,25,84,1.09,29,20,823,0.438,14,0.26,422,7.8,5/23/10
Rice,2010,besr,55,1936,621,0.321,282,55,107,1.95,77,1.4,52,17,69,0.95,34,31,991,0.512,16,0.29,478,8.7,5/23/10
Liberty,2010,besr,56,2012,645,0.321,188,56,140,2.5,41,0.73,51,20,71,0.91,37,30,926,0.46,9,0.16,431,7.7,5/23/10
Hofstra,2010,besr,49,1732,555,0.32,185,49,114,2.33,43,0.88,73,39,112,1.49,20,24,810,0.468,6,0.12,356,7.3,5/23/10
Stetson,2010,besr,56,1985,636,0.32,210,56,116,2.07,45,0.8,73,24,97,1.3,21,25,913,0.46,13,0.23,376,6.7,5/23/10
North Florida,2010,besr,55,2003,640,0.32,212,55,137,2.49,63,1.15,32,18,50,0.58,27,15,980,0.489,7,0.13,423,7.7,5/23/10
Louisville,2010,besr,56,1993,636,0.319,235,56,146,2.61,81,1.45,72,23,95,1.29,22,28,1041,0.522,8,0.14,425,7.6,5/23/10
Jackson St.,2010,besr,51,1603,511,0.319,241,51,106,2.08,21,0.41,210,24,234,4.12,34,70,710,0.443,15,0.29,440,8.6,5/23/10
Holy Cross,2010,besr,52,1785,569,0.319,195,52,114,2.19,45,0.87,55,21,76,1.06,18,35,852,0.477,17,0.33,367,7.1,5/23/10
East Carolina,2010,besr,56,1961,625,0.319,263,56,122,2.18,76,1.36,72,23,95,1.29,30,25,985,0.502,5,0.09,440,7.9,5/23/10
Fresno St.,2010,besr,58,2031,647,0.319,214,58,124,2.14,81,1.4,43,16,59,0.74,22,34,1042,0.513,14,0.24,428,7.4,5/23/10
Savannah St.,2010,besr,50,1703,542,0.318,185,50,116,2.32,27,0.54,147,47,194,2.94,26,29,771,0.453,16,0.32,402,8,5/23/10
Santa Clara,2010,besr,51,1829,582,0.318,185,51,129,2.53,33,0.65,49,16,65,0.96,23,25,840,0.459,15,0.29,347,6.8,5/23/10
Marist,2010,besr,53,1809,575,0.318,258,53,107,2.02,31,0.58,77,23,100,1.45,31,45,807,0.446,16,0.3,416,7.8,5/23/10
Maine,2010,besr,54,1832,582,0.318,205,54,120,2.22,48,0.89,81,17,98,1.5,27,39,906,0.495,30,0.56,414,7.7,5/23/10
N.C. A&T,2010,besr,57,1943,617,0.318,215,57,99,1.74,70,1.23,123,43,166,2.16,25,16,952,0.49,13,0.23,473,8.3,5/23/10
Kent St.,2010,besr,56,2069,657,0.318,230,56,159,2.84,60,1.07,28,14,42,0.5,25,22,1026,0.496,15,0.27,448,8,5/23/10
Michigan,2010,besr,54,1916,607,0.317,207,54,120,2.22,47,0.87,76,26,102,1.41,30,25,914,0.477,23,0.43,419,7.8,5/23/10
Connecticut,2010,besr,55,1992,631,0.317,238,55,122,2.22,73,1.33,149,28,177,2.71,24,21,1014,0.509,21,0.38,472,8.6,5/23/10
Col. of Charleston,2010,besr,56,2011,637,0.317,264,56,151,2.7,91,1.63,84,26,110,1.5,30,7,1087,0.541,13,0.23,510,9.1,5/23/10
UNLV,2010,besr,54,1958,620,0.317,203,54,115,2.13,46,0.85,29,13,42,0.54,24,38,915,0.467,21,0.39,431,8,5/23/10
LSU,2010,besr,56,2003,634,0.317,274,56,105,1.88,71,1.27,73,27,100,1.3,37,16,998,0.498,23,0.41,451,8.1,5/23/10
Vanderbilt,2010,besr,55,1932,611,0.316,253,55,133,2.42,52,0.95,73,22,95,1.33,25,40,912,0.472,6,0.11,423,7.7,5/23/10
Valparaiso,2010,besr,52,1866,590,0.316,178,52,111,2.13,28,0.54,50,7,57,0.96,26,28,827,0.443,21,0.4,388,7.5,5/23/10
Oklahoma,2010,besr,56,1943,613,0.315,224,56,117,2.09,86,1.54,75,29,104,1.34,24,53,1026,0.528,19,0.34,456,8.1,5/23/10
Belmont,2010,besr,54,1902,600,0.315,231,54,119,2.2,65,1.2,63,21,84,1.17,34,23,946,0.497,16,0.3,415,7.7,5/23/10
