,name,g,ab,h,ba,bb,2b,2b.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,3b,3b.pg,r,r.pg,through
2940,Purdue,57,1991,616,0.309,229,57,121,2.12,30,0.53,82,28,110,1.44,42,45,863,0.433,18,0.32,407,7.1,5/29/11
2941,Memphis,57,1956,604,0.309,248,57,117,2.05,32,0.56,55,26,81,0.96,35,45,841,0.43,12,0.21,365,6.4,5/29/11
2942,TCU,59,2054,632,0.308,207,59,138,2.34,49,0.83,75,31,106,1.27,36,48,965,0.47,24,0.41,400,6.8,5/29/11
2943,Pittsburgh,56,1885,579,0.307,223,56,101,1.8,40,0.71,69,38,107,1.23,23,39,846,0.449,23,0.41,364,6.5,5/29/11
2944,Dartmouth,42,1443,443,0.307,132,42,90,2.14,27,0.64,36,11,47,0.86,19,12,668,0.463,27,0.64,297,7.1,5/29/11
2945,Murray St.,51,1632,500,0.306,166,51,87,1.71,17,0.33,25,14,39,0.49,18,42,656,0.402,9,0.18,288,5.6,5/29/11
2946,Austin Peay,55,1886,577,0.306,229,55,106,1.93,45,0.82,95,31,126,1.73,33,29,852,0.452,17,0.31,380,6.9,5/29/11
2947,Florida,61,2080,636,0.306,204,61,118,1.93,54,0.89,55,26,81,0.9,23,55,938,0.451,11,0.18,380,6.2,5/29/11
2948,Northern Colo.,56,1855,567,0.306,207,56,119,2.13,21,0.38,51,31,82,0.91,30,47,803,0.433,27,0.48,355,6.3,5/29/11
2949,Utah Valley,56,1963,600,0.306,219,56,127,2.27,31,0.55,58,20,78,1.04,24,36,858,0.437,19,0.34,386,6.9,5/29/11
2950,Connecticut,59,2072,633,0.306,217,59,119,2.02,32,0.54,122,38,160,2.07,30,43,878,0.424,15,0.25,374,6.3,5/29/11
2951,UCF,59,2045,624,0.305,221,59,133,2.25,55,0.93,64,23,87,1.08,34,30,940,0.46,9,0.15,404,6.8,5/29/11
2952,Tex.-Pan American,53,1829,558,0.305,205,53,91,1.72,15,0.28,35,32,67,0.66,16,27,722,0.395,14,0.26,315,5.9,5/29/11
2953,Georgia Tech,59,2096,637,0.304,253,59,124,2.1,41,0.69,64,15,79,1.08,24,28,916,0.437,16,0.27,384,6.5,5/29/11
2954,N.C. A&T,55,1833,557,0.304,187,55,96,1.75,46,0.84,86,29,115,1.56,21,13,831,0.453,20,0.36,355,6.5,5/29/11
2955,Virginia,58,1987,603,0.303,201,58,136,2.34,20,0.34,79,30,109,1.36,32,45,825,0.415,13,0.22,414,7.1,5/29/11
2956,Arizona St.,55,1906,578,0.303,197,55,125,2.27,32,0.58,93,43,136,1.69,33,21,847,0.444,24,0.44,340,6.2,5/29/11
2957,LSU,56,1861,563,0.303,220,56,106,1.89,34,0.61,85,36,121,1.52,28,56,797,0.428,13,0.23,388,6.9,5/29/11
2958,Southern Miss.,56,1956,591,0.302,252,56,108,1.93,41,0.73,24,16,40,0.43,23,59,858,0.439,18,0.32,394,7,5/29/11
2959,Gardner-Webb,58,2076,627,0.302,198,58,118,2.03,27,0.47,66,21,87,1.14,24,19,846,0.408,10,0.17,399,6.9,5/29/11
2960,Western Caro.,55,2002,604,0.302,241,55,118,2.15,38,0.69,90,22,112,1.64,27,30,856,0.428,10,0.18,377,6.9,5/29/11
2961,Norfolk St.,53,1744,526,0.302,210,53,94,1.77,17,0.32,86,27,113,1.62,18,34,703,0.403,16,0.3,326,6.2,5/29/11
2962,Charlotte,56,1857,560,0.302,269,56,96,1.71,18,0.32,106,28,134,1.89,32,60,752,0.405,21,0.38,382,6.8,5/29/11
2963,Stephen F. Austin,60,2146,647,0.301,215,60,112,1.87,34,0.57,101,37,138,1.68,27,28,883,0.411,11,0.18,373,6.2,5/29/11
2964,George Mason,54,1924,579,0.301,233,54,111,2.06,44,0.81,31,19,50,0.57,34,30,850,0.442,14,0.26,366,6.8,5/29/11
2965,Savannah St.,52,1602,482,0.301,245,52,98,1.88,18,0.35,160,35,195,3.08,31,30,662,0.413,14,0.27,369,7.1,5/29/11
2966,Georgia St.,58,1968,592,0.301,294,58,122,2.1,44,0.76,93,29,122,1.6,29,52,868,0.441,11,0.19,394,6.8,5/29/11
2967,Longwood,46,1532,460,0.3,132,46,90,1.96,31,0.67,39,7,46,0.85,22,37,655,0.428,6,0.13,285,6.2,5/29/11
2968,NYIT,51,1652,496,0.3,178,51,75,1.47,36,0.71,57,26,83,1.12,7,35,691,0.418,6,0.12,269,5.3,5/29/11
2969,West Virginia,55,1830,549,0.3,150,55,93,1.69,35,0.64,33,14,47,0.6,23,85,763,0.417,8,0.15,326,5.9,5/29/11
2970,UNLV,58,1994,598,0.3,212,58,97,1.67,35,0.6,61,35,96,1.05,22,21,830,0.416,15,0.26,358,6.2,5/29/11
2971,VMI,52,1761,528,0.3,154,52,94,1.81,32,0.62,48,20,68,0.92,23,58,732,0.416,7,0.13,300,5.8,5/29/11
2972,East Tenn. St.,57,1937,580,0.299,228,57,109,1.91,86,1.51,38,17,55,0.67,24,47,965,0.498,9,0.16,388,6.8,5/29/11
2973,Kentucky,55,1854,555,0.299,177,55,113,2.05,49,0.89,71,23,94,1.29,17,49,839,0.453,12,0.22,313,5.7,5/29/11
2974,Fresno St.,54,1811,542,0.299,226,54,111,2.06,50,0.93,57,24,81,1.06,22,56,833,0.46,15,0.28,357,6.6,5/29/11
2975,Southern Utah,54,1771,530,0.299,219,54,107,1.98,23,0.43,74,27,101,1.37,34,24,734,0.414,14,0.26,325,6,5/29/11
2976,Belmont,60,2072,620,0.299,222,60,130,2.17,62,1.03,83,25,108,1.38,25,44,964,0.465,14,0.23,419,7,5/29/11
2977,A&M-Corpus Christi,61,2032,608,0.299,230,61,103,1.69,44,0.72,62,31,93,1.02,24,36,883,0.435,20,0.33,374,6.1,5/29/11
2978,East Carolina,58,2014,602,0.299,231,58,100,1.72,35,0.6,48,25,73,0.83,18,53,823,0.409,8,0.14,322,5.6,5/29/11
2979,Texas St.,61,2080,621,0.299,269,61,81,1.33,58,0.95,92,23,115,1.51,30,56,904,0.435,14,0.23,423,6.9,5/29/11
2980,South Ala.,58,2037,608,0.298,234,58,113,1.95,31,0.53,59,31,90,1.02,34,35,836,0.41,11,0.19,369,6.4,5/29/11
2981,Stanford,52,1816,542,0.298,148,52,93,1.79,23,0.44,29,17,46,0.56,23,25,738,0.406,17,0.33,278,5.3,5/29/11
2982,Charleston So.,59,2049,611,0.298,190,59,95,1.61,29,0.49,82,25,107,1.39,20,70,813,0.397,10,0.17,344,5.8,5/29/11
2983,Eastern Mich.,59,2076,619,0.298,234,59,128,2.17,28,0.47,63,26,89,1.07,25,58,855,0.412,12,0.2,377,6.4,5/29/11
2984,UC Irvine,55,1838,548,0.298,209,55,92,1.67,11,0.2,45,30,75,0.82,30,51,707,0.385,17,0.31,331,6,5/29/11
2985,Oakland,50,1683,501,0.298,212,50,83,1.66,18,0.36,92,36,128,1.84,30,35,648,0.385,5,0.1,279,5.6,5/29/11
2986,UNC Wilmington,59,2061,613,0.297,199,59,131,2.22,43,0.73,99,20,119,1.68,30,40,897,0.435,12,0.2,382,6.5,5/29/11
2987,Fla. Atlantic,57,1930,574,0.297,226,57,107,1.88,35,0.61,60,25,85,1.05,34,26,798,0.413,6,0.11,337,5.9,5/29/11
2988,Western Ky.,57,2046,608,0.297,247,57,104,1.82,43,0.75,66,18,84,1.16,23,21,879,0.43,19,0.33,364,6.4,5/29/11
2989,Penn,40,1327,394,0.297,140,40,77,1.93,32,0.8,48,17,65,1.2,16,28,591,0.445,12,0.3,236,5.9,5/29/11
2990,VCU,54,1903,565,0.297,181,54,96,1.78,15,0.28,86,26,112,1.59,27,36,744,0.391,19,0.35,309,5.7,5/29/11
2991,Stetson,59,2056,610,0.297,240,59,107,1.81,29,0.49,84,19,103,1.42,27,42,836,0.407,16,0.27,375,6.4,5/29/11
2992,Kent St.,58,2028,601,0.296,224,58,98,1.69,38,0.66,48,16,64,0.83,27,32,855,0.422,21,0.36,357,6.2,5/29/11
2993,Rhode Island,53,1846,547,0.296,175,53,90,1.7,27,0.51,117,30,147,2.21,31,45,766,0.415,24,0.45,336,6.3,5/29/11
2994,Col. of Charleston,61,2117,627,0.296,297,61,134,2.2,81,1.33,73,19,92,1.2,40,25,1028,0.486,12,0.2,446,7.3,5/29/11
2995,Auburn,58,2013,596,0.296,228,58,120,2.07,39,0.67,44,27,71,0.76,24,45,847,0.421,7,0.12,335,5.8,5/29/11
2996,North Florida,54,1916,567,0.296,196,54,103,1.91,55,1.02,45,20,65,0.83,24,34,859,0.448,12,0.22,359,6.6,5/29/11
2997,Oklahoma St.,58,2031,600,0.295,165,58,130,2.24,48,0.83,29,12,41,0.5,24,30,918,0.452,22,0.38,338,5.8,5/29/11
2998,Morehead St.,49,1707,504,0.295,145,49,111,2.27,45,0.92,36,28,64,0.73,15,27,768,0.45,9,0.18,287,5.9,5/29/11
2999,South Carolina,59,1973,582,0.295,252,59,112,1.9,41,0.69,35,17,52,0.59,27,56,849,0.43,16,0.27,363,6.2,5/29/11
3000,FGCU,55,1940,572,0.295,257,55,117,2.13,27,0.49,24,7,31,0.44,29,63,788,0.406,9,0.16,336,6.1,5/29/11
3001,Xavier,57,2016,594,0.295,199,57,98,1.72,32,0.56,94,36,130,1.65,19,59,810,0.402,11,0.19,335,5.9,5/29/11
3002,Campbell,54,1821,536,0.294,154,54,108,2,25,0.46,91,30,121,1.69,29,28,729,0.4,5,0.09,356,6.6,5/29/11
3003,Utah,50,1771,521,0.294,167,50,116,2.32,39,0.78,35,14,49,0.7,14,47,786,0.444,16,0.32,317,6.3,5/29/11
3004,Ga. Southern,60,2098,617,0.294,262,60,116,1.93,54,0.9,92,23,115,1.53,26,59,929,0.443,17,0.28,422,7,5/29/11
3005,Troy,59,2021,594,0.294,273,59,146,2.47,43,0.73,55,16,71,0.93,30,38,891,0.441,11,0.19,414,7,5/29/11
3006,Virginia Tech,55,1925,565,0.294,173,55,132,2.4,60,1.09,50,21,71,0.91,26,32,933,0.485,28,0.51,369,6.7,5/29/11
3007,San Diego,53,1861,546,0.293,163,53,96,1.81,20,0.38,83,39,122,1.57,19,40,720,0.387,9,0.17,288,5.4,5/29/11
3008,Lehigh,45,1447,423,0.292,152,45,81,1.8,19,0.42,73,20,93,1.62,19,18,571,0.395,5,0.11,260,5.8,5/29/11
3009,Sam Houston St.,59,1993,582,0.292,210,59,92,1.56,25,0.42,92,37,129,1.56,20,37,777,0.39,14,0.24,300,5.1,5/29/11
3010,Missouri St.,56,1943,567,0.292,223,56,94,1.68,29,0.52,67,27,94,1.2,28,29,772,0.397,12,0.21,317,5.7,5/29/11
3011,UTSA,59,2036,594,0.292,214,59,105,1.78,44,0.75,65,29,94,1.1,32,41,867,0.426,18,0.31,342,5.8,5/29/11
3012,Louisiana Tech,61,2019,589,0.292,231,61,93,1.52,28,0.46,53,32,85,0.87,19,32,770,0.381,2,0.03,325,5.3,5/29/11
3013,Texas A&M,60,2025,590,0.291,187,60,91,1.52,24,0.4,96,34,130,1.6,25,69,807,0.399,27,0.45,348,5.8,5/29/11
3014,Central Conn. St.,52,1695,492,0.29,210,52,80,1.54,19,0.37,38,22,60,0.73,30,46,651,0.384,11,0.21,285,5.5,5/29/11
3015,Butler,52,1742,505,0.29,210,52,77,1.48,21,0.4,43,18,61,0.83,21,37,667,0.383,11,0.21,306,5.9,5/29/11
3016,Bethune-Cookman,59,1932,560,0.29,232,59,120,2.03,53,0.9,54,28,82,0.92,25,35,879,0.455,20,0.34,389,6.6,5/29/11
3017,North Dakota St.,54,1843,533,0.289,169,54,88,1.63,10,0.19,39,15,54,0.72,26,51,673,0.365,11,0.2,280,5.2,5/29/11
3018,Oral Roberts,56,1868,540,0.289,244,56,113,2.02,41,0.73,50,10,60,0.89,19,56,786,0.421,5,0.09,339,6.1,5/29/11
3019,Kennesaw St.,57,1945,562,0.289,286,57,136,2.39,41,0.72,49,22,71,0.86,23,30,849,0.437,14,0.25,369,6.5,5/29/11
3020,Manhattan,51,1613,466,0.289,176,51,93,1.82,32,0.63,58,30,88,1.14,27,53,675,0.418,10,0.2,290,5.7,5/29/11
3021,Florida St.,59,2030,586,0.289,346,59,133,2.25,54,0.92,72,20,92,1.22,29,23,899,0.443,9,0.15,421,7.1,5/29/11
3022,St. Bonaventure,46,1514,437,0.289,155,46,66,1.43,22,0.48,33,24,57,0.72,25,30,589,0.389,10,0.22,243,5.3,5/29/11
3023,Maine,54,1760,508,0.289,157,54,85,1.57,34,0.63,81,17,98,1.5,21,51,727,0.413,16,0.3,306,5.7,5/29/11
3024,Marist,52,1726,498,0.289,221,52,90,1.73,28,0.54,37,17,54,0.71,15,38,690,0.4,9,0.17,336,6.5,5/29/11
3025,Tennessee Tech,54,1852,534,0.288,222,54,86,1.59,42,0.78,43,11,54,0.8,16,47,774,0.418,14,0.26,323,6,5/29/11
3026,Holy Cross,48,1589,458,0.288,170,48,94,1.96,30,0.63,53,12,65,1.1,16,37,664,0.418,11,0.23,289,6,5/29/11
3027,Delaware St.,55,1802,519,0.288,232,55,89,1.62,19,0.35,53,11,64,0.96,17,40,689,0.382,12,0.22,338,6.1,5/29/11
3028,Radford,56,1883,542,0.288,185,56,116,2.07,30,0.54,89,33,122,1.59,20,45,782,0.415,17,0.3,312,5.6,5/29/11
3029,Grambling,49,1656,476,0.287,215,49,74,1.51,20,0.41,75,29,104,1.53,26,30,682,0.412,36,0.73,358,7.3,5/29/11
3030,Southeastern La.,57,1869,537,0.287,220,57,92,1.61,29,0.51,78,29,107,1.37,24,56,740,0.396,12,0.21,357,6.3,5/29/11
3031,CSU Bakersfield,55,1904,547,0.287,164,55,83,1.51,23,0.42,34,15,49,0.62,34,24,729,0.383,15,0.27,307,5.6,5/29/11
3032,Indiana,55,1981,569,0.287,180,55,102,1.85,34,0.62,65,21,86,1.18,21,44,797,0.402,12,0.22,310,5.6,5/29/11
3033,Northern Ill.,57,1961,563,0.287,233,57,96,1.68,28,0.49,69,30,99,1.21,21,40,779,0.397,18,0.32,350,6.1,5/29/11
3034,Lipscomb,55,1904,546,0.287,173,55,95,1.73,24,0.44,57,13,70,1.04,18,30,727,0.382,7,0.13,280,5.1,5/29/11
3035,Texas-Arlington,56,1988,570,0.287,177,56,103,1.84,12,0.21,56,21,77,1,27,41,725,0.365,8,0.14,282,5,5/29/11
3036,McNeese St.,56,1946,557,0.286,234,56,107,1.91,19,0.34,53,14,67,0.95,21,38,757,0.389,18,0.32,333,5.9,5/29/11
3037,North Carolina,59,1979,565,0.285,315,59,108,1.83,36,0.61,78,21,99,1.32,31,30,827,0.418,23,0.39,406,6.9,5/29/11
3038,Appalachian St.,60,1994,569,0.285,260,60,105,1.75,29,0.48,89,36,125,1.48,25,28,785,0.394,12,0.2,330,5.5,5/29/11
3039,High Point,56,1900,542,0.285,171,56,104,1.86,20,0.36,37,16,53,0.66,20,64,712,0.375,3,0.05,303,5.4,5/29/11
3040,Binghamton,49,1581,451,0.285,141,49,86,1.76,19,0.39,47,25,72,0.96,10,41,610,0.386,8,0.16,238,4.9,5/29/11
3041,Cal St. Fullerton,55,1771,505,0.285,186,55,76,1.38,17,0.31,93,47,140,1.69,32,75,680,0.384,24,0.44,304,5.5,5/29/11
3042,St. John's (NY),55,1905,543,0.285,259,55,108,1.96,37,0.67,71,26,97,1.29,23,31,782,0.41,10,0.18,371,6.7,5/29/11
3043,Cincinnati,57,1913,545,0.285,227,57,105,1.84,35,0.61,69,33,102,1.21,21,32,773,0.404,9,0.16,317,5.6,5/29/11
3044,Prairie View,46,1457,415,0.285,184,46,74,1.61,12,0.26,51,11,62,1.11,18,33,567,0.389,21,0.46,261,5.7,5/29/11
3045,Rice,60,2009,572,0.285,288,60,98,1.63,22,0.37,41,21,62,0.68,35,61,756,0.376,10,0.17,351,5.9,5/29/11
3046,Illinois,53,1832,521,0.284,167,53,92,1.74,28,0.53,95,30,125,1.79,24,17,731,0.399,17,0.32,310,5.8,5/29/11
3047,Milwaukee,57,1942,552,0.284,179,57,90,1.58,26,0.46,87,23,110,1.53,24,37,736,0.379,8,0.14,295,5.2,5/29/11
3048,Marshall,51,1729,491,0.284,195,51,84,1.65,37,0.73,71,30,101,1.39,27,29,722,0.418,18,0.35,298,5.8,5/29/11
3049,Yale,42,1374,390,0.284,138,42,71,1.69,14,0.33,45,28,73,1.07,12,35,519,0.378,8,0.19,230,5.5,5/29/11
3050,California,51,1783,506,0.284,153,51,104,2.04,25,0.49,43,23,66,0.84,12,55,709,0.398,12,0.24,274,5.4,5/29/11
3051,Monmouth,55,1787,507,0.284,216,55,93,1.69,30,0.55,52,15,67,0.95,18,46,706,0.395,8,0.15,327,5.9,5/29/11
3052,Houston,59,2048,581,0.284,201,59,104,1.76,19,0.32,63,26,89,1.07,16,70,790,0.386,24,0.41,323,5.5,5/29/11
3053,Liberty,59,1999,567,0.284,154,59,106,1.8,41,0.69,119,32,151,2.02,27,40,824,0.412,14,0.24,324,5.5,5/29/11
3054,LIU Brooklyn,51,1580,448,0.284,169,51,88,1.73,10,0.2,50,26,76,0.98,14,32,592,0.375,13,0.25,244,4.8,5/29/11
3055,Ark.-Pine Bluff,44,1443,409,0.283,154,44,84,1.91,13,0.3,22,9,31,0.5,13,15,590,0.409,29,0.66,244,5.5,5/29/11
3056,Hofstra,47,1560,442,0.283,145,47,80,1.7,18,0.38,43,38,81,0.91,19,34,594,0.381,9,0.19,226,4.8,5/29/11
3057,Dayton,59,2043,578,0.283,228,59,119,2.02,35,0.59,121,47,168,2.05,32,31,824,0.403,11,0.19,347,5.9,5/29/11
3058,Central Ark.,53,1763,498,0.282,231,53,87,1.64,24,0.45,53,13,66,1,22,55,701,0.398,22,0.42,329,6.2,5/29/11
3059,Citadel,56,1926,544,0.282,168,56,99,1.77,25,0.45,93,21,114,1.66,26,36,748,0.388,15,0.27,303,5.4,5/29/11
3060,Evansville,53,1821,514,0.282,175,53,110,2.08,26,0.49,87,35,122,1.64,21,45,728,0.4,13,0.25,294,5.5,5/29/11
3061,Mississippi St.,57,1910,539,0.282,249,57,94,1.65,28,0.49,84,28,112,1.47,27,49,749,0.392,16,0.28,351,6.2,5/29/11
3062,Massachusetts,47,1584,447,0.282,165,47,71,1.51,24,0.51,41,20,61,0.87,23,59,608,0.384,9,0.19,264,5.6,5/29/11
3063,Winthrop,57,1947,549,0.282,208,57,81,1.42,20,0.35,77,28,105,1.35,33,48,708,0.364,9,0.16,305,5.4,5/29/11
3064,Ole Miss,55,1855,523,0.282,191,55,85,1.55,46,0.84,44,15,59,0.8,17,41,760,0.41,7,0.13,304,5.5,5/29/11
3065,Army,48,1564,440,0.281,152,48,67,1.4,33,0.69,62,14,76,1.29,14,38,616,0.394,5,0.1,269,5.6,5/29/11
3066,Wichita St.,65,2275,638,0.28,296,65,122,1.88,41,0.63,106,25,131,1.63,21,39,915,0.402,16,0.25,405,6.2,5/29/11
3067,UC Riverside,52,1808,507,0.28,193,52,100,1.92,17,0.33,36,20,56,0.69,25,45,678,0.375,10,0.19,275,5.3,5/29/11
3068,Kansas St.,59,1963,550,0.28,218,59,106,1.8,34,0.58,123,28,151,2.08,33,62,796,0.406,19,0.32,352,6,5/29/11
3069,Gonzaga,52,1789,501,0.28,149,52,102,1.96,23,0.44,29,17,46,0.56,20,54,692,0.387,10,0.19,269,5.2,5/29/11
3070,North Carolina St.,59,2014,564,0.28,257,59,123,2.08,33,0.56,29,14,43,0.49,19,31,812,0.403,13,0.22,354,6,5/29/11
3071,Wagner,51,1607,450,0.28,164,51,99,1.94,12,0.24,83,34,117,1.63,20,29,599,0.373,7,0.14,234,4.6,5/29/11
3072,Rider,51,1648,461,0.28,192,51,77,1.51,18,0.35,65,20,85,1.27,29,40,608,0.369,8,0.16,289,5.7,5/29/11
3073,Ohio St.,53,1781,498,0.28,178,53,93,1.75,20,0.38,34,20,54,0.64,20,40,683,0.383,16,0.3,297,5.6,5/29/11
3074,Delaware,53,1878,525,0.28,157,53,111,2.09,49,0.92,15,14,29,0.28,26,13,801,0.427,9,0.17,310,5.8,5/29/11
3075,Buffalo,52,1742,486,0.279,167,52,102,1.96,40,0.77,37,13,50,0.71,19,27,724,0.416,8,0.15,263,5.1,5/29/11
3076,Iona,51,1703,475,0.279,200,51,99,1.94,30,0.59,83,42,125,1.63,14,20,678,0.398,7,0.14,274,5.4,5/29/11
3077,Samford,60,1997,557,0.279,231,60,94,1.57,38,0.63,41,16,57,0.68,22,43,789,0.395,12,0.2,338,5.6,5/29/11
3078,Texas Tech,58,1924,536,0.279,273,58,95,1.64,26,0.45,91,23,114,1.57,32,43,735,0.382,13,0.22,332,5.7,5/29/11
3079,Towson,55,1827,508,0.278,234,55,117,2.13,29,0.53,79,28,107,1.44,27,49,734,0.402,11,0.2,327,5.9,5/29/11
3080,La Salle,54,1831,508,0.277,158,54,102,1.89,13,0.24,41,28,69,0.76,23,57,675,0.369,13,0.24,260,4.8,5/29/11
3081,Pacific,54,1871,519,0.277,145,54,89,1.65,19,0.35,58,26,84,1.07,16,36,683,0.365,9,0.17,240,4.4,5/29/11
3082,San Francisco,54,1853,514,0.277,180,54,111,2.06,31,0.57,39,25,64,0.72,20,41,742,0.4,12,0.22,260,4.8,5/29/11
3083,Coastal Caro.,59,1994,553,0.277,229,59,119,2.02,47,0.8,99,15,114,1.68,25,77,849,0.426,18,0.31,386,6.5,5/29/11
3084,Eastern Ky.,57,1897,526,0.277,176,57,83,1.46,36,0.63,57,24,81,1,16,23,741,0.391,12,0.21,276,4.8,5/29/11
3085,Centenary (LA),43,1349,374,0.277,105,43,63,1.47,15,0.35,79,28,107,1.84,14,30,490,0.363,4,0.09,194,4.5,5/29/11
3086,La.-Lafayette,58,1880,521,0.277,223,58,93,1.6,31,0.53,82,36,118,1.41,20,59,751,0.399,22,0.38,300,5.2,5/29/11
3087,Georgia,61,2068,573,0.277,163,61,96,1.57,36,0.59,45,15,60,0.74,26,29,795,0.384,9,0.15,293,4.8,5/29/11
3088,Furman,57,1954,541,0.277,242,57,102,1.79,24,0.42,66,21,87,1.16,23,48,741,0.379,13,0.23,294,5.2,5/29/11
3089,Middle Tenn.,55,1897,525,0.277,181,55,99,1.8,37,0.67,47,24,71,0.85,19,33,755,0.398,10,0.18,262,4.8,5/29/11
3090,Miami (OH),60,2028,561,0.277,186,60,108,1.8,33,0.55,94,26,120,1.57,28,44,792,0.391,12,0.2,330,5.5,5/29/11
3091,Arkansas St.,59,2025,560,0.277,279,59,94,1.59,31,0.53,43,14,57,0.73,20,51,765,0.378,9,0.15,331,5.6,5/29/11
3092,UNC Asheville,52,1802,498,0.276,185,52,92,1.77,16,0.31,58,19,77,1.12,18,29,652,0.362,7,0.13,264,5.1,5/29/11
3093,Richmond,58,1978,546,0.276,206,58,104,1.79,37,0.64,66,23,89,1.14,21,53,777,0.393,8,0.14,315,5.4,5/29/11
3094,Valparaiso,57,1917,529,0.276,187,57,86,1.51,18,0.32,68,18,86,1.19,23,50,699,0.365,15,0.26,300,5.3,5/29/11
3095,Canisius,58,1841,508,0.276,204,58,88,1.52,35,0.6,80,24,104,1.38,26,59,729,0.396,14,0.24,329,5.7,5/29/11
3096,Texas Southern,53,1740,480,0.276,209,53,87,1.64,20,0.38,70,19,89,1.32,29,43,655,0.376,14,0.26,287,5.4,5/29/11
3097,Hawaii,59,1943,536,0.276,282,59,110,1.86,19,0.32,71,21,92,1.2,25,46,741,0.381,19,0.32,342,5.8,5/29/11
3098,Navy,57,1889,521,0.276,228,57,91,1.6,21,0.37,58,16,74,1.02,26,23,721,0.382,23,0.4,357,6.3,5/29/11
3099,Air Force,55,1846,509,0.276,143,55,100,1.82,26,0.47,47,26,73,0.85,14,41,727,0.394,20,0.36,272,4.9,5/29/11
3100,Alcorn,55,1800,496,0.276,246,55,96,1.75,27,0.49,133,35,168,2.42,29,35,695,0.386,11,0.2,350,6.4,5/29/11
3101,Columbia,44,1412,389,0.275,164,44,72,1.64,32,0.73,56,17,73,1.27,15,25,575,0.407,9,0.2,230,5.2,5/29/11
3102,Lafayette,48,1572,433,0.275,170,48,68,1.42,21,0.44,43,24,67,0.9,21,21,596,0.379,16,0.33,241,5,5/29/11
3103,Nevada,55,1776,489,0.275,205,55,103,1.87,27,0.49,44,22,66,0.8,23,53,703,0.396,15,0.27,289,5.3,5/29/11
3104,UALR,56,1885,519,0.275,230,56,102,1.82,33,0.59,51,25,76,0.91,22,42,734,0.389,7,0.13,291,5.2,5/29/11
3105,Miami (FL),57,1860,512,0.275,263,57,108,1.89,30,0.53,95,27,122,1.67,20,65,734,0.395,12,0.21,312,5.5,5/29/11
3106,Princeton,45,1527,420,0.275,123,45,69,1.53,17,0.38,41,11,52,0.91,15,21,572,0.375,16,0.36,231,5.1,5/29/11
3107,Eastern Ill.,51,1678,461,0.275,134,51,84,1.65,29,0.57,28,17,45,0.55,15,34,640,0.381,4,0.08,247,4.8,5/29/11
3108,Lamar,56,1864,512,0.275,260,56,100,1.79,17,0.3,54,29,83,0.96,21,38,679,0.364,8,0.14,294,5.3,5/29/11
3109,Kansas,56,1857,510,0.275,199,56,107,1.91,36,0.64,53,28,81,0.95,21,34,757,0.408,16,0.29,286,5.1,5/29/11
3110,Bowling Green,51,1770,486,0.275,191,51,72,1.41,20,0.39,48,13,61,0.94,16,40,646,0.365,14,0.27,263,5.2,5/29/11
3111,Washington St.,54,1770,486,0.275,161,54,97,1.8,33,0.61,55,28,83,1.02,22,37,712,0.402,15,0.28,284,5.3,5/29/11
3112,Central Mich.,58,2033,558,0.274,235,58,114,1.97,31,0.53,58,13,71,1,30,48,807,0.397,21,0.36,334,5.8,5/29/11
3113,Southern California,56,1834,503,0.274,179,56,72,1.29,21,0.38,34,28,62,0.61,25,59,658,0.359,10,0.18,255,4.6,5/29/11
3114,Loyola Marymount,55,1814,497,0.274,160,55,89,1.62,15,0.27,52,34,86,0.95,23,63,655,0.361,12,0.22,245,4.5,5/29/11
3115,New Mexico,59,2033,557,0.274,170,59,100,1.69,18,0.31,29,19,48,0.49,18,46,739,0.364,14,0.24,302,5.1,5/29/11
3116,Tennessee,54,1760,482,0.274,170,54,93,1.72,27,0.5,90,30,120,1.67,15,36,672,0.382,8,0.15,260,4.8,5/29/11
3117,UNC Greensboro,54,1849,506,0.274,241,54,96,1.78,23,0.43,46,11,57,0.85,23,89,703,0.38,16,0.3,322,6,5/29/11
3118,San Jose St.,61,2047,560,0.274,245,61,92,1.51,20,0.33,69,31,100,1.13,20,57,750,0.366,19,0.31,345,5.7,5/29/11
3119,UT Martin,56,1910,522,0.273,199,56,103,1.84,29,0.52,46,7,53,0.82,23,28,734,0.384,11,0.2,330,5.9,5/29/11
3120,Nicholls St.,57,1911,522,0.273,162,57,65,1.14,10,0.18,70,31,101,1.23,19,40,643,0.336,13,0.23,295,5.2,5/29/11
3121,Mt. St. Mary's,50,1578,431,0.273,143,50,83,1.66,24,0.48,58,37,95,1.16,13,23,598,0.379,6,0.12,224,4.5,5/29/11
3122,Toledo,55,1869,510,0.273,137,55,77,1.4,24,0.44,70,29,99,1.27,22,42,679,0.363,10,0.18,255,4.6,5/29/11
3123,Alabama,59,1940,529,0.273,216,59,109,1.85,20,0.34,46,18,64,0.78,13,55,722,0.372,12,0.2,295,5,5/29/11
3124,Northwestern,49,1636,446,0.273,160,49,86,1.76,18,0.37,25,17,42,0.51,20,42,614,0.375,14,0.29,239,4.9,5/29/11
3125,Saint Louis,55,1893,516,0.273,224,55,104,1.89,21,0.38,73,16,89,1.33,25,31,691,0.365,4,0.07,295,5.4,5/29/11
3126,Florida A&M,57,1791,488,0.272,159,57,78,1.37,16,0.28,62,23,85,1.09,14,35,650,0.363,18,0.32,288,5.1,5/29/11
